19:56:1	INICIO ENVIO EMAILS....
21:24:52	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
21:24:52	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
21:24:52	ext: .JS
21:25:14	Request file: /upload
21:27:45	INICIO ENVIO EMAILS....
21:27:45	INICIO maoni. Escuchando en el puerto: 5555
21:27:45	Server is ready to take our messages
21:27:46	1 Grupo Hoteles Prestige
21:27:46	  2 Hotel Barcelona Mar
21:27:46	  1 Hotel Princesa Sofía
21:27:46	    ES \inmail\inmail_es.html
21:27:55	Request file: /index.html
21:27:55	Request file: /vendors/jquery/dist/jquery.min.js
21:27:55	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
21:27:55	ext: .JS
21:27:56	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
21:27:56	ext: .JS
21:27:56	Request file: /js/sha256.js
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\js\sha256.js
21:27:56	ext: .JS
21:27:56	Request file: /js/lib.js
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
21:27:56	ext: .JS
21:27:56	Request file: /js/toastr.js
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
21:27:56	ext: .JS
21:27:56	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
21:27:56	ext: .CSS
21:27:56	Request file: /css/maoni.css
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
21:27:56	ext: .CSS
21:27:56	Request file: /css/signin.css
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\css\signin.css
21:27:56	ext: .CSS
21:27:56	Request file: /css/animate.min.css
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
21:27:56	ext: .CSS
21:27:56	Request file: /css/toastr.css
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
21:27:56	ext: .CSS
21:27:56	Request file: /css/custom.css
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
21:27:56	ext: .CSS
21:27:56	Request file: /img/logoGo.png
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
21:27:56	ext: .PNG
21:27:56	Request file: /img/fondo.png
21:27:56	filename: c:\projectes\Maoni\Maoni\protected\img\fondo.png
21:27:56	ext: .PNG
21:27:57	Request file: /BBDD
21:27:57	login -> {"f":"login","user":"xavi","pwd":"99390cfd08236787dbe95558846798013dcd060a1d6e6b49ad10a08f30eaf201"}
21:27:57	Request file: /@@MENU@@_page_000.html?SESSIONKEY=605019
21:27:57	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
21:27:57	ext: .HTML
21:27:58	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/font-awesome/css/font-awesome.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/iCheck/skins/flat/green.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /css/maps/jquery-jvectormap-2.0.3.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/select2/dist/css/select2.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /css/toastr.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
21:27:58	ext: .CSS
21:27:58	Request file: /css/custom.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
21:27:58	ext: .CSS
21:27:58	Request file: /css/maoni.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
21:27:58	ext: .CSS
21:27:58	Request file: /css/animate.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/datatables.net-bs/css/dataTables.bootstrap.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\css\dataTables.bootstrap.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/datatables.net-buttons-bs/css/buttons.bootstrap.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\css\buttons.bootstrap.min.css
21:27:58	ext: .CSS
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader-bs\css\fixedHeader.bootstrap.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/datatables.net-fixedheader-bs/css/fixedHeader.bootstrap.min.css
21:27:58	Request file: /vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\css\responsive.bootstrap.min.css
21:27:58	ext: .CSS
21:27:58	Request file: /vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller-bs\css\scroller.bootstrap.min.css
21:27:58	ext: .CSS
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
21:27:58	Request file: /vendors/jquery/dist/jquery.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
21:27:58	ext: .JS
21:27:58	ext: .JS
21:27:58	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
21:27:58	Request file: /vendors/parsleyjs/dist/parsley.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
21:27:58	ext: .JS
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
21:27:58	ext: .JS
21:27:58	Request file: /js/toastr.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
21:27:58	Request file: /vendors/fastclick/lib/fastclick.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/nprogress/nprogress.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
21:27:58	ext: .JS
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net\js\jquery.dataTables.min.js
21:27:58	Request file: /vendors/datatables.net/js/jquery.dataTables.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-bs/js/dataTables.bootstrap.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\js\dataTables.bootstrap.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-buttons/js/dataTables.buttons.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\dataTables.buttons.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\js\buttons.bootstrap.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-buttons/js/buttons.flash.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.flash.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-buttons/js/buttons.html5.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.html5.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-buttons/js/buttons.print.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.print.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader\js\dataTables.fixedHeader.min.js
21:27:58	ext: .JS
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-keytable\js\dataTables.keyTable.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-responsive/js/dataTables.responsive.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive\js\dataTables.responsive.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-keytable/js/dataTables.keyTable.min.js
21:27:58	Request file: /vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\js\responsive.bootstrap.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/datatables.net-scroller/js/datatables.scroller.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller\js\datatables.scroller.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/jszip/dist/jszip.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\jszip\dist\jszip.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/pdfmake/build/pdfmake.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\pdfmake.min.js
21:27:58	ext: .JS
21:27:58	Request file: /vendors/pdfmake/build/vfs_fonts.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\vfs_fonts.js
21:27:58	ext: .JS
21:27:58	Request file: /js/moment/moment.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
21:27:58	ext: .JS
21:27:58	ext: .JS
21:27:58	Request file: /vendors/select2/dist/js/select2.full.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
21:27:58	ext: .JS
21:27:58	Request file: /js/datepicker/daterangepicker.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
21:27:58	Request file: /js/custom.js
21:27:58	ext: .JS
21:27:58	Request file: /js/lib.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
21:27:58	ext: .JS
21:27:58	Request file: /img/logoGowhite.png
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\img\logoGowhite.png
21:27:58	ext: .PNG
21:27:58	Request file: /vendors/jquery/dist/jquery.min.js
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
21:27:58	ext: .JS
21:27:58	Request file: /img/redondaamarilla.png
21:27:58	ext: .PNG
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\img\redondaamarilla.png
21:27:58	Request file: /img/redondaverde.png
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\img\redondaverde.png
21:27:58	ext: .PNG
21:27:58	Request file: /img/redondaroja.png
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\img\redondaroja.png
21:27:58	ext: .PNG
21:27:58	Request file: /img/redondagris.png
21:27:58	filename: c:\projectes\Maoni\Maoni\protected\img\redondagris.png
21:27:58	ext: .PNG
21:27:59	Request file: /EMB_gis2.html
21:27:59	ext: .HTML
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\EMB_gis2.html
21:27:59	Request file: /vendors/jquery/dist/jquery.min.js?_=1468438078388
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
21:27:59	ext: .JS
21:27:59	Request file: /users/emilio.jpg
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\users\emilio.jpg
21:27:59	ext: .JPG
21:27:59	Request file: /img/star.png
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\img\star.png
21:27:59	ext: .PNG
21:27:59	Request file: /users/xavi.jpg
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\users\xavi.jpg
21:27:59	ext: .JPG
21:27:59	Request file: /users/maoni.jpg
21:27:59	ext: .JPG
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\users\maoni.jpg
21:27:59	Request file: /vendors/select2/dist/js/select2.full.min.js?_=1468438078389
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
21:27:59	ext: .JS
21:27:59	Request file: /js/lib.js?_=1468438078390
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
21:27:59	ext: .JS
21:27:59	Request file: /vendors/echarts/dist/echarts.min.js?_=1468438078391
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\vendors\echarts\dist\echarts.min.js
21:27:59	ext: .JS
21:27:59	Request file: /vendors/echarts/map/js/world.js?_=1468438078392
21:27:59	filename: c:\projectes\Maoni\Maoni\protected\vendors\echarts\map\js\world.js
21:27:59	ext: .JS
21:28:2	Request file: /@@MENU@@_page_203.html?SESSIONKEY=605019
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_203.html
21:28:2	ext: .HTML
21:28:2	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
21:28:2	ext: .CSS
21:28:2	Request file: /vendors/font-awesome/css/font-awesome.min.css
21:28:2	ext: .CSS
21:28:2	Request file: /vendors/iCheck/skins/flat/green.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
21:28:2	ext: .CSS
21:28:2	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
21:28:2	ext: .CSS
21:28:2	Request file: /css/maps/jquery-jvectormap-2.0.3.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
21:28:2	ext: .CSS
21:28:2	Request file: /vendors/select2/dist/css/select2.min.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
21:28:2	ext: .CSS
21:28:2	Request file: /css/toastr.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
21:28:2	ext: .CSS
21:28:2	Request file: /css/custom.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
21:28:2	ext: .CSS
21:28:2	Request file: /css/maoni.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
21:28:2	ext: .CSS
21:28:2	Request file: /css/animate.min.css
21:28:2	ext: .CSS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
21:28:2	Request file: /vendors/datatables.net-bs/css/dataTables.bootstrap.min.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\css\dataTables.bootstrap.min.css
21:28:2	ext: .CSS
21:28:2	Request file: /vendors/datatables.net-buttons-bs/css/buttons.bootstrap.min.css
21:28:2	ext: .CSS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\css\buttons.bootstrap.min.css
21:28:2	Request file: /vendors/datatables.net-fixedheader-bs/css/fixedHeader.bootstrap.min.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader-bs\css\fixedHeader.bootstrap.min.css
21:28:2	ext: .CSS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\css\responsive.bootstrap.min.css
21:28:2	Request file: /vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css
21:28:2	Request file: /vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller-bs\css\scroller.bootstrap.min.css
21:28:2	ext: .CSS
21:28:2	ext: .CSS
21:28:2	Request file: /vendors/jquery/dist/jquery.min.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
21:28:2	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/parsleyjs/dist/parsley.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
21:28:2	ext: .JS
21:28:2	Request file: /js/toastr.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/nprogress/nprogress.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
21:28:2	Request file: /vendors/fastclick/lib/fastclick.js
21:28:2	Request file: /vendors/datatables.net/js/jquery.dataTables.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net\js\jquery.dataTables.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-bs/js/dataTables.bootstrap.min.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\js\dataTables.bootstrap.min.js
21:28:2	Request file: /vendors/datatables.net-buttons/js/dataTables.buttons.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\dataTables.buttons.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\js\buttons.bootstrap.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-buttons/js/buttons.flash.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.flash.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-buttons/js/buttons.html5.min.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.html5.min.js
21:28:2	Request file: /vendors/datatables.net-buttons/js/buttons.print.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.print.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader\js\dataTables.fixedHeader.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-keytable/js/dataTables.keyTable.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-keytable\js\dataTables.keyTable.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-responsive/js/dataTables.responsive.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive\js\dataTables.responsive.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\js\responsive.bootstrap.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller\js\datatables.scroller.min.js
21:28:2	Request file: /vendors/datatables.net-scroller/js/datatables.scroller.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/jszip/dist/jszip.min.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\jszip\dist\jszip.min.js
21:28:2	Request file: /vendors/pdfmake/build/pdfmake.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\pdfmake.min.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/pdfmake/build/vfs_fonts.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\vfs_fonts.js
21:28:2	ext: .JS
21:28:2	Request file: /js/moment/moment.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
21:28:2	ext: .JS
21:28:2	Request file: /js/datepicker/daterangepicker.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
21:28:2	ext: .JS
21:28:2	Request file: /vendors/select2/dist/js/select2.full.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
21:28:2	ext: .JS
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
21:28:2	Request file: /js/custom.js
21:28:2	ext: .JS
21:28:2	Request file: /js/lib.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
21:28:2	ext: .JS
21:28:2	Request file: /img/logoGowhite.png
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\img\logoGowhite.png
21:28:2	ext: .PNG
21:28:2	Request file: /vendors/jquery/dist/jquery.min.js
21:28:2	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
21:28:2	ext: .JS
21:28:3	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
21:28:3	ext: .JS
21:28:3	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
21:28:12	Request file: /upload
21:29:24	Request file: /upload
